"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"SELPLG_SELE1","SELPLG_SELE","SELPLG","Selplg","Sele",NA,NA,NA,NA,"celltalkdb_20439727,28178038",NA,"Selplg_Sele"
"SELPLG_SELL1","SELPLG_SELL","SELPLG","Selplg","Sell",NA,NA,NA,NA,"celltalkdb_28178038",NA,"Selplg_Sell"
"SELPLG_SELP1","SELPLG_SELP","SELPLG","Selplg","Selp",NA,NA,NA,NA,"celltalkdb_28178038",NA,"Selplg_Selp"
"SELPLG_VSIR","SELPLG_VSIR","SELPLG","Selplg","Vsir",NA,NA,NA,NA,"celltalkdb_31645726",NA,"Selplg_Vsir"
"Selplg_Sell","Selplg_Sell","Selplg","Selplg","Sell",NA,NA,NA,NA,"cellphonedb_PMC2431087;PMID:8892633;PMID:8896607",NA,"Selpl_Lyam1"
"Selplg_Sele","Selplg_Sele","Selplg","Selplg","Sele",NA,NA,NA,NA,"cellphonedb_PMC4571854",NA,"Selpl_Lyam2"
"Selplg_Selp","Selplg_Selp","Selplg","Selplg","Selp",NA,NA,NA,NA,"cellphonedb_PMID:19118202;PMID:9829984;PMID:12393589",NA,"Selpl_Lyam3"
"SEM3A_NRP1","SEM3A_NRP1","Sema3a","Sema3a","Nrp1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sem3a_Nrp1"
"SEM3C_NRP2","SEM3C_NRP2","Sema3c","Sema3c","Nrp2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sem3c_Nrp2"
"Sema3e_Plxnd1","Sema3e_Plxnd1","Sema3e","Sema3e","Plxnd1",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem3e_Plxd1"
"SEM3F_NRP2","SEM3F_NRP2","Sema3f","Sema3f","Nrp2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sem3f_Nrp2"
"Sema4a_Plxnd1","Sema4a_Plxnd1","Sema4a","Sema4a","Plxnd1",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem4a_Plxd1"
"Sema4c_Plxnb2","Sema4c_Plxnb2","Sema4c","Sema4c","Plxnb2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sem4c_Plxb2"
"SEM4D_CD72","SEM4D_CD72","Sema4d","Sema4d","Cd72",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem4d_Cd72"
"Sema4d_Plxnb1","Sema4d_Plxnb1","Sema4d","Sema4d","Plxnb1",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem4d_Plxb1"
"Sema4d_Plxnb2","Sema4d_Plxnb2","Sema4d","Sema4d","Plxnb2",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem4d_Plxb2"
"SEM4D_PTPRC","SEM4D_PTPRC","Sema4d","Sema4d","Ptprc",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem4d_Ptprc"
"Sema4g_Plxnb2","Sema4g_Plxnb2","Sema4g","Sema4g","Plxnb2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sem4g_Plxb2"
"Sema5a_Plxnb3","Sema5a_Plxnb3","Sema5a","Sema5a","Plxnb3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sem5a_Plxb3"
"Sema7a_Plxnc1","Sema7a_Plxnc1","Sema7a","Sema7a","Plxnc1",NA,NA,NA,NA,"cellphonedb_PMID:22325954",NA,"Sem7a_Plxc1"
"SEMA3A_NRP1","SEMA3A_NRP1","SEMA3A","Sema3a","Nrp1",NA,NA,NA,NA,"celltalkdb_27858201,22948112",NA,"Sema3a_Nrp1"
"SEMA3A_NRP2","SEMA3A_NRP2","SEMA3A","Sema3a","Nrp2",NA,NA,NA,NA,"celltalkdb_22948112,18283547",NA,"Sema3a_Nrp2"
"SEMA3A_PLXNA1","SEMA3A_PLXNA1","SEMA3A","Sema3a","Plxna1",NA,NA,NA,NA,"celltalkdb_30353093",NA,"Sema3a_Plxna1"
"SEMA3A_PLXNA2","SEMA3A_PLXNA2","SEMA3A","Sema3a","Plxna2",NA,NA,NA,NA,"celltalkdb_10934324",NA,"Sema3a_Plxna2"
"SEMA3A_PLXNA4","SEMA3A_PLXNA4","SEMA3A","Sema3a","Plxna4",NA,NA,NA,NA,"celltalkdb_24332039",NA,"Sema3a_Plxna4"
"SEMA3B_NRP1","SEMA3B_NRP1","SEMA3B","Sema3b","Nrp1",NA,NA,NA,NA,"celltalkdb_22948112",NA,"Sema3b_Nrp1"
"SEMA3B_NRP2","SEMA3B_NRP2","SEMA3B","Sema3b","Nrp2",NA,NA,NA,NA,"celltalkdb_22948112",NA,"Sema3b_Nrp2"
"SEMA3B_PLXNA1","SEMA3B_PLXNA1","SEMA3B","Sema3b","Plxna1",NA,NA,NA,NA,"celltalkdb_22998873",NA,"Sema3b_Plxna1"
"SEMA3C_NRP1","SEMA3C_NRP1","SEMA3C","Sema3c","Nrp1",NA,NA,NA,NA,"celltalkdb_29661844,26053665,22948112",NA,"Sema3c_Nrp1"
"SEMA3C_NRP2","SEMA3C_NRP2","SEMA3C","Sema3c","Nrp2",NA,NA,NA,NA,"celltalkdb_22948112,30679185",NA,"Sema3c_Nrp2"
"SEMA3C_PLXNA4","SEMA3C_PLXNA4","SEMA3C","Sema3c","Plxna4",NA,NA,NA,NA,"celltalkdb_29661844",NA,"Sema3c_Plxna4"
"SEMA3C_PLXNB1","SEMA3C_PLXNB1","SEMA3C","Sema3c","Plxnb1",NA,NA,NA,NA,"celltalkdb_29348142",NA,"Sema3c_Plxnb1"
"SEMA3C_PLXND11","SEMA3C_PLXND1","SEMA3C","Sema3c","Plxnd1",NA,NA,NA,NA,"celltalkdb_29661844,29661844",NA,"Sema3c_Plxnd1"
"SEMA3D_NRP1","SEMA3D_NRP1","SEMA3D","Sema3d","Nrp1",NA,NA,NA,NA,"celltalkdb_22948112",NA,"Sema3d_Nrp1"
"SEMA3E_NRP1","SEMA3E_NRP1","SEMA3E","Sema3e","Nrp1",NA,NA,NA,NA,"celltalkdb_23063659,22948112",NA,"Sema3e_Nrp1"
"SEMA3E_PLXNA1","SEMA3E_PLXNA1","SEMA3E","Sema3e","Plxna1",NA,NA,NA,NA,"celltalkdb_11239433",NA,"Sema3e_Plxna1"
"SEMA3E_PLXND11","SEMA3E_PLXND1","SEMA3E","Sema3e","Plxnd1",NA,NA,NA,NA,"celltalkdb_23270617",NA,"Sema3e_Plxnd1"
"SEMA3F_NRP1","SEMA3F_NRP1","SEMA3F","Sema3f","Nrp1",NA,NA,NA,NA,"celltalkdb_24079887,15802023,9331348,22948112",NA,"Sema3f_Nrp1"
"SEMA3F_NRP2","SEMA3F_NRP2","SEMA3F","Sema3f","Nrp2",NA,NA,NA,NA,"celltalkdb_22948112,25734514,18283547",NA,"Sema3f_Nrp2"
"SEMA3F_PLXNA3","SEMA3F_PLXNA3","SEMA3F","Sema3f","Plxna3",NA,NA,NA,NA,"celltalkdb_25734514",NA,"Sema3f_Plxna3"
"SEMA3G_NRP2","SEMA3G_NRP2","SEMA3G","Sema3g","Nrp2",NA,NA,NA,NA,"celltalkdb_22948112,30685224",NA,"Sema3g_Nrp2"
"SEMA3G_PLXNA4","SEMA3G_PLXNA4","SEMA3G","Sema3g","Plxna4",NA,NA,NA,NA,"celltalkdb_30685224",NA,"Sema3g_Plxna4"
"SEMA4A_NRP1","SEMA4A_NRP1","SEMA4A","Sema4a","Nrp1",NA,NA,NA,NA,"celltalkdb_23913274,23913274,22948112",NA,"Sema4a_Nrp1"
"SEMA4A_PLXNB11","SEMA4A_PLXNB1","SEMA4A","Sema4a","Plxnb1",NA,NA,NA,NA,"celltalkdb_21203905,20043131",NA,"Sema4a_Plxnb1"
"SEMA4A_PLXNB21","SEMA4A_PLXNB2","SEMA4A","Sema4a","Plxnb2",NA,NA,NA,NA,"celltalkdb_29981480",NA,"Sema4a_Plxnb2"
"SEMA4A_PLXND1","SEMA4A_PLXND1","SEMA4A","Sema4a","Plxnd1",NA,NA,NA,NA,"celltalkdb_31033088,17318185,22325954",NA,"Sema4a_Plxnd1"
"SEMA4C_PLXNB21","SEMA4C_PLXNB2","SEMA4C","Sema4c","Plxnb2",NA,NA,NA,NA,"celltalkdb_21122816",NA,"Sema4c_Plxnb2"
"SEMA4D_CD721","SEMA4D_CD72","SEMA4D","Sema4d","Cd72",NA,NA,NA,NA,"celltalkdb_12882840,11114375,20038643,31693461",NA,"Sema4d_Cd72"
"SEMA4D_ERBB2","SEMA4D_ERBB2","SEMA4D","Sema4d","Erbb2",NA,NA,NA,NA,"celltalkdb_15210733",NA,"Sema4d_Erbb2"
"SEMA4D_MET","SEMA4D_MET","SEMA4D","Sema4d","Met",NA,NA,NA,NA,"celltalkdb_23203808,22189792",NA,"Sema4d_Met"
"SEMA4D_PLXNA2","SEMA4D_PLXNA2","SEMA4D","Sema4d","Plxna2",NA,NA,NA,NA,"celltalkdb_20881961",NA,"Sema4d_Plxna2"
"SEMA4D_PLXNB11","SEMA4D_PLXNB1","SEMA4D","Sema4d","Plxnb1",NA,NA,NA,NA,"celltalkdb_22189792,20858260",NA,"Sema4d_Plxnb1"
"SEMA4D_PLXNB21","SEMA4D_PLXNB2","SEMA4D","Sema4d","Plxnb2",NA,NA,NA,NA,"celltalkdb_19948886",NA,"Sema4d_Plxnb2"
"SEMA4G_PLXNB21","SEMA4G_PLXNB2","SEMA4G","Sema4g","Plxnb2",NA,NA,NA,NA,"celltalkdb_21122816",NA,"Sema4g_Plxnb2"
"SEMA5A_MET","SEMA5A_MET","SEMA5A","Sema5a","Met",NA,NA,NA,NA,"celltalkdb_15218527",NA,"Sema5a_Met"
"SEMA5A_PLXNA11","SEMA5A_PLXNA1","SEMA5A","Sema5a","Plxna1",NA,NA,NA,NA,"celltalkdb_21835343",NA,"Sema5a_Plxna1"
"SEMA5A_PLXNB31","SEMA5A_PLXNB3","SEMA5A","Sema5a","Plxnb3",NA,NA,NA,NA,"celltalkdb_15218527",NA,"Sema5a_Plxnb3"
"SEMA6A_PLXNA21","SEMA6A_PLXNA2","SEMA6A","Sema6a","Plxna2",NA,NA,NA,NA,"celltalkdb_27301906,20881961,20877282,20881961,20877282",NA,"Sema6a_Plxna2"
"SEMA6A_PLXNA41","SEMA6A_PLXNA4","SEMA6A","Sema6a","Plxna4",NA,NA,NA,NA,"celltalkdb_21270798,20606624",NA,"Sema6a_Plxna4"
"SEMA6B_PLXNA41","SEMA6B_PLXNA4","SEMA6B","Sema6b","Plxna4",NA,NA,NA,NA,"celltalkdb_15814794",NA,"Sema6b_Plxna4"
"SEMA6C_PLXNA1","SEMA6C_PLXNA1","SEMA6C","Sema6c","Plxna1",NA,NA,NA,NA,"celltalkdb_17145500,14685275",NA,"Sema6c_Plxna1"
"SEMA6D_KDR","SEMA6D_KDR","SEMA6D","Sema6d","Kdr",NA,NA,NA,NA,"celltalkdb_14977921",NA,"Sema6d_Kdr"
"SEMA6D_NRCAM","SEMA6D_NRCAM","SEMA6D","Sema6d","Nrcam",NA,NA,NA,NA,"celltalkdb_22632726",NA,"Sema6d_Nrcam"
"SEMA6D_PLXNA11","SEMA6D_PLXNA1","SEMA6D","Sema6d","Plxna1",NA,NA,NA,NA,"celltalkdb_15543137,28172500,14977921",NA,"Sema6d_Plxna1"
"SEMA6D_PLXNA4","SEMA6D_PLXNA4","SEMA6D","Sema6d","Plxna4",NA,NA,NA,NA,"celltalkdb_29777213",NA,"Sema6d_Plxna4"
"SEMA6D_TREM2","SEMA6D_TREM2","SEMA6D","Sema6d","Trem2",NA,NA,NA,NA,"celltalkdb_16715077",NA,"Sema6d_Trem2"
"SEMA6D_TYROBP","SEMA6D_TYROBP","SEMA6D","Sema6d","Tyrobp",NA,NA,NA,NA,"celltalkdb_16715077",NA,"Sema6d_Tyrobp"
"SEMA7A_ITGB1","SEMA7A_ITGB1","SEMA7A","Sema7a","Itgb1",NA,NA,NA,NA,"celltalkdb_27065336",NA,"Sema7a_Itgb1"
"SERPINE1_LRP1","SERPINE1_LRP1","SERPINE1","Serpine1","Lrp1",NA,NA,NA,NA,"celltalkdb_25694133,29930084",NA,"Serpine1_Lrp1"
"SERPINE1_LRP1B","SERPINE1_LRP1B","SERPINE1","Serpine1","Lrp1b",NA,NA,NA,NA,"celltalkdb_12194987",NA,"Serpine1_Lrp1b"
"SERPINE1_LRP2","SERPINE1_LRP2","SERPINE1","Serpine1","Lrp2",NA,NA,NA,NA,"celltalkdb_8626514",NA,"Serpine1_Lrp2"
"SERPINE1_PLAUR","SERPINE1_PLAUR","SERPINE1","Serpine1","Plaur",NA,NA,NA,NA,"celltalkdb_9175704",NA,"Serpine1_Plaur"
"SERPINE1_VLDLR","SERPINE1_VLDLR","SERPINE1","Serpine1","Vldlr",NA,NA,NA,NA,"celltalkdb_10504332,7657671",NA,"Serpine1_Vldlr"
"SERPINE2_PLAUR","SERPINE2_PLAUR","SERPINE2","Serpine2","Plaur",NA,NA,NA,NA,"celltalkdb_14679304,8027043,29501420",NA,"Serpine2_Plaur"
"SFRP1_FZD2","SFRP1_FZD2","SFRP1","Sfrp1","Fzd2",NA,NA,NA,NA,"celltalkdb_16172602",NA,"Sfrp1_Fzd2"
"SFRP2_FZD5","SFRP2_FZD5","SFRP2","Sfrp2","Fzd5",NA,NA,NA,NA,"celltalkdb_28840375",NA,"Sfrp2_Fzd5"
"SFTPA1_SIRPA","SFTPA1_SIRPA","SFTPA1","Sftpa1","Sirpa",NA,NA,NA,NA,"celltalkdb_18420961",NA,"Sftpa1_Sirpa"
"Sftpd_Adgre5","Sftpd_Adgre5","SFTPD","Sftpd","Adgre5",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Sftpd_Cd97"
"SFTPD_LY96","SFTPD_LY96","SFTPD","Sftpd","Ly96",NA,NA,NA,NA,"celltalkdb_22675254",NA,"Sftpd_Ly96"
"SFTPD_SIRPA","SFTPD_SIRPA","SFTPD","Sftpd","Sirpa",NA,NA,NA,NA,"celltalkdb_18420961",NA,"Sftpd_Sirpa"
"SFTPD_TLR4","SFTPD_TLR4","SFTPD","Sftpd","Tlr4",NA,NA,NA,NA,"celltalkdb_22675254",NA,"Sftpd_Tlr4"
"SHANK3_RET","SHANK3_RET","SHANK3","Shank3","Ret",NA,NA,NA,NA,"celltalkdb_15569713",NA,"Shank3_Ret"
"SHBG_GPRC6A","SHBG_GPRC6A","SHBG","Shbg","Gprc6a",NA,NA,NA,NA,"celltalkdb_31857654",NA,"Shbg_Gprc6a"
"SHH_CAV1","SHH_CAV1","SHH","Shh","Cav1",NA,NA,NA,NA,"celltalkdb_19139721",NA,"Shh_Cav1"
"SHH_CDON","SHH_CDON","SHH","Shh","Cdon",NA,NA,NA,NA,"celltalkdb_17504941,23940460,25117422",NA,"Shh_Cdon"
"SHH_GAS1","SHH_GAS1","SHH","Shh","Gas1",NA,NA,NA,NA,"celltalkdb_11782947",NA,"Shh_Gas1"
"SHH_GPC1","SHH_GPC1","SHH","Shh","Gpc1",NA,NA,NA,NA,"celltalkdb_23931997",NA,"Shh_Gpc1"
"SHH_GPC6","SHH_GPC6","SHH","Shh","Gpc6",NA,NA,NA,NA,"celltalkdb_28696225",NA,"Shh_Gpc6"
"SHH_HHIP","SHH_HHIP","SHH","Shh","Hhip",NA,NA,NA,NA,"celltalkdb_15576403,19561609,20844013,12569124, cellphonedb_reactome;PMID:10050855;PMID:19561611",NA,"Shh_Hhip"
"SHH_LRP2","SHH_LRP2","SHH","Shh","Lrp2",NA,NA,NA,NA,"celltalkdb_26439398,22340494,11964399",NA,"Shh_Lrp2"
"SHH_PTCH11","SHH_PTCH1","SHH","Shh","Ptch1",NA,NA,NA,NA,"celltalkdb_30139912,31054872",NA,"Shh_Ptch1"
"SHH_PTCH21","SHH_PTCH2","SHH","Shh","Ptch2",NA,NA,NA,NA,"celltalkdb_30166346,25448692",NA,"Shh_Ptch2"
"SHH_PVR","SHH_PVR","SHH","Shh","Pvr",NA,NA,NA,NA,"celltalkdb_11983699",NA,"Shh_Pvr"
"SHH_SMO","SHH_SMO","SHH","Shh","Smo",NA,NA,NA,NA,"celltalkdb_10021362",NA,"Shh_Smo"
"SHPS1_CD47","SHPS1_CD47","Sirpa","Sirpa","Cd47",NA,NA,NA,NA,"cellphonedb_Reviewed_in_PMID:23602662",NA,"Shps1_Cd47"
"SIG15_CD44","SIG15_CD44","Siglec15","Siglec15","Cd44",NA,NA,NA,NA,"cellphonedb_PMID:31900164",NA,"Sig15_Cd44"
"Siglec15_Tyrobp","Siglec15_Tyrobp","Siglec15","Siglec15","Tyrobp",NA,NA,NA,NA,"cellphonedb_PMID:31900164",NA,"Sig15_Tyobp"
"SIRPG_CD47","SIRPG_CD47","SIRPG","Sirpg","Cd47",NA,NA,NA,NA,"cellphonedb_PMID:15294972",NA,"Sirpg_Cd47"
"SLIB_GHRHR","SLIB_GHRHR","Ghrh","Ghrh","Ghrhr",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Slib_Ghrhr"
"SLIT1_FLRT3","SLIT1_FLRT3","SLIT1","Slit1","Flrt3",NA,NA,NA,NA,"celltalkdb_24560577",NA,"Slit1_Flrt3"
"SLIT1_GPC1","SLIT1_GPC1","SLIT1","Slit1","Gpc1",NA,NA,NA,NA,"celltalkdb_10364234",NA,"Slit1_Gpc1"
"SLIT1_PLXNA1","SLIT1_PLXNA1","SLIT1","Slit1","Plxna1",NA,NA,NA,NA,"celltalkdb_25485759",NA,"Slit1_Plxna1"
"SLIT1_ROBO1","SLIT1_ROBO1","SLIT1","Slit1","Robo1",NA,NA,NA,NA,"celltalkdb_15768400,10433822,17392456, cellphonedb_uniprot;PMID:10102268",NA,"Slit1_Robo1"
"SLIT1_ROBO2","SLIT1_ROBO2","SLIT1","Slit1","Robo2",NA,NA,NA,NA,"celltalkdb_15768400,18562598,30547091,22981605",NA,"Slit1_Robo2"
"SLIT2_PLXNA1","SLIT2_PLXNA1","SLIT2","Slit2","Plxna1",NA,NA,NA,NA,"celltalkdb_25485759",NA,"Slit2_Plxna1"
"SLIT2_ROBO1","SLIT2_ROBO1","SLIT2","Slit2","Robo1",NA,NA,NA,NA,"celltalkdb_15768400,25894826, cellphonedb_reactome;uniprot;PMID:10102268",NA,"Slit2_Robo1"
"SLIT2_ROBO2","SLIT2_ROBO2","SLIT2","Slit2","Robo2",NA,NA,NA,NA,"celltalkdb_15768400,25894826, cellphonedb_uniprot;PMID:10102268",NA,"Slit2_Robo2"
"SLIT2_ROBO3","SLIT2_ROBO3","SLIT2","Slit2","Robo3",NA,NA,NA,NA,"celltalkdb_22912413",NA,"Slit2_Robo3"
"SLIT2_ROBO4","SLIT2_ROBO4","SLIT2","Slit2","Robo4",NA,NA,NA,NA,"celltalkdb_12941633,19855388",NA,"Slit2_Robo4"
"SLIT3_PLXNA1","SLIT3_PLXNA1","SLIT3","Slit3","Plxna1",NA,NA,NA,NA,"celltalkdb_25485759",NA,"Slit3_Plxna1"
"SLIT3_ROBO1","SLIT3_ROBO1","SLIT3","Slit3","Robo1",NA,NA,NA,NA,"celltalkdb_10102268",NA,"Slit3_Robo1"
"SLIT3_ROBO2","SLIT3_ROBO2","SLIT3","Slit3","Robo2",NA,NA,NA,NA,"celltalkdb_30389141",NA,"Slit3_Robo2"
"SLIT3_ROBO3","SLIT3_ROBO3","SLIT3","Slit3","Robo3",NA,NA,NA,NA,"celltalkdb_10102268",NA,"Slit3_Robo3"
"SLPI_PLSCR4","SLPI_PLSCR4","SLPI","Slpi","Plscr4",NA,NA,NA,NA,"celltalkdb_19333378",NA,"Slpi_Plscr4"
"SLURP1_CHRNA71","SLURP1_CHRNA7","SLURP1","Slurp1","Chrna7",NA,NA,NA,NA,"celltalkdb_19023966",NA,"Slurp1_Chrna7"
"SMS_SSR1","SMS_SSR1","SMS","Sms","Ssr1",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Sms_Ssr1"
"SMS_SSR2","SMS_SSR2","SMS","Sms","Ssr2",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Sms_Ssr2"
"SMS_SSR3","SMS_SSR3","SMS","Sms","Ssr3",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Sms_Ssr3"
"SMS_SSR4","SMS_SSR4","SMS","Sms","Ssr4",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Sms_Ssr4"
"Sms_Sstr5","Sms_Sstr5","SMS","Sms","Sstr5",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Sms_Ssr5"
"SOM2_GHR","SOM2_GHR","Gh2","Gh2","Ghr",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase",NA,"Som2_Ghr"
"SOMA_GHR","SOMA_GHR","Gh1","Gh1","Ghr",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase",NA,"Soma_Ghr"
"SOSD1_LRP5","SOSD1_LRP5","Sostdc1","Sostdc1","Lrp5",NA,NA,NA,NA,"cellphonedb_PMID:24532711",NA,"Sosd1_Lrp5"
"SOSD1_LRP6","SOSD1_LRP6","Sostdc1","Sostdc1","Lrp6",NA,NA,NA,NA,"cellphonedb_PMID:24532711",NA,"Sosd1_Lrp6"
"SOSTDC1_LRP6","SOSTDC1_LRP6","SOSTDC1","Sostdc1","Lrp6",NA,NA,NA,NA,"celltalkdb_17765217",NA,"Sostdc1_Lrp6"
"SOST_LRP5","SOST_LRP5","SOST","Sost","Lrp5",NA,NA,NA,NA,"celltalkdb_15778503",NA,"Sost_Lrp5"
"SOST_LRP6","SOST_LRP6","SOST","Sost","Lrp6",NA,NA,NA,NA,"celltalkdb_15778503,17002572",NA,"Sost_Lrp6"
"SPINK1_EGFR","SPINK1_EGFR","SPINK1","Spink1","Egfr",NA,NA,NA,NA,"celltalkdb_21368222",NA,"Spink1_Egfr"
"SPINT1_ST14","SPINT1_ST14","SPINT1","Spint1","St14",NA,NA,NA,NA,"celltalkdb_21840293",NA,"Spint1_St14"
"SPON1_LRP8","SPON1_LRP8","SPON1","Spon1","Lrp8",NA,NA,NA,NA,"celltalkdb_21488757",NA,"Spon1_Lrp8"
"SPON2_ITGB2","SPON2_ITGB2","SPON2","Spon2","Itgb2",NA,NA,NA,NA,"celltalkdb_30869196",NA,"Spon2_Itgb2"
"SPP1_CD441","SPP1_CD44","SPP1","Spp1","Cd44",NA,NA,NA,NA,"celltalkdb_31028902,10657301,31028902",NA,"Spp1_Cd44"
"SPP1_ITGA4","SPP1_ITGA4","SPP1","Spp1","Itga4",NA,NA,NA,NA,"celltalkdb_9547293",NA,"Spp1_Itga4"
"SPP1_ITGA8","SPP1_ITGA8","SPP1","Spp1","Itga8",NA,NA,NA,NA,"celltalkdb_9614184",NA,"Spp1_Itga8"
"SPP1_ITGA9","SPP1_ITGA9","SPP1","Spp1","Itga9",NA,NA,NA,NA,"celltalkdb_23192608,21321126",NA,"Spp1_Itga9"
"SPP1_ITGAV","SPP1_ITGAV","SPP1","Spp1","Itgav",NA,NA,NA,NA,"celltalkdb_31028902,17456474",NA,"Spp1_Itgav"
"SPP1_ITGB1","SPP1_ITGB1","SPP1","Spp1","Itgb1",NA,NA,NA,NA,"celltalkdb_10593924",NA,"Spp1_Itgb1"
"SPP1_ITGB3","SPP1_ITGB3","SPP1","Spp1","Itgb3",NA,NA,NA,NA,"celltalkdb_31028902,7532190,7925641",NA,"Spp1_Itgb3"
"SPP1_ITGB5","SPP1_ITGB5","SPP1","Spp1","Itgb5",NA,NA,NA,NA,"celltalkdb_10797562",NA,"Spp1_Itgb5"
"SRPX2_PLAUR","SRPX2_PLAUR","SRPX2","Srpx2","Plaur",NA,NA,NA,NA,"celltalkdb_19667118",NA,"Srpx2_Plaur"
"SST_SSTR11","SST_SSTR1","SST","Sst","Sstr1",NA,NA,NA,NA,"celltalkdb_10433861",NA,"Sst_Sstr1"
"SST_SSTR21","SST_SSTR2","SST","Sst","Sstr2",NA,NA,NA,NA,"celltalkdb_10433861",NA,"Sst_Sstr2"
"SST_SSTR31","SST_SSTR3","SST","Sst","Sstr3",NA,NA,NA,NA,"celltalkdb_10433861",NA,"Sst_Sstr3"
"SST_SSTR41","SST_SSTR4","SST","Sst","Sstr4",NA,NA,NA,NA,"celltalkdb_10433861",NA,"Sst_Sstr4"
"SST_SSTR51","SST_SSTR5","SST","Sst","Sstr5",NA,NA,NA,NA,"celltalkdb_10433861",NA,"Sst_Sstr5"
"ST6GAL1_CD22","ST6GAL1_CD22","ST6GAL1","St6gal1","Cd22",NA,NA,NA,NA,"celltalkdb_1717156",NA,"St6gal1_Cd22"
"Ervh48-1_Slc1a5","Ervh48-1_Slc1a5","Ervh48-1","Ervh48-1","Slc1a5",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Supyn_Aaat"
"SYTL3_NRXN1","SYTL3_NRXN1","SYTL3","Sytl3","Nrxn1",NA,NA,NA,NA,"celltalkdb_11243866",NA,"Sytl3_Nrxn1"
"TAC1_GRPR","TAC1_GRPR","TAC1","Tac1","Grpr",NA,NA,NA,NA,"celltalkdb_30554781",NA,"Tac1_Grpr"
"TAC1_TACR11","TAC1_TACR1","TAC1","Tac1","Tacr1",NA,NA,NA,NA,"celltalkdb_22471406",NA,"Tac1_Tacr1"
"TAC1_TACR21","TAC1_TACR2","TAC1","Tac1","Tacr2",NA,NA,NA,NA,"celltalkdb_22474018",NA,"Tac1_Tacr2"
"TAC1_TACR3","TAC1_TACR3","TAC1","Tac1","Tacr3",NA,NA,NA,NA,"celltalkdb_16563219",NA,"Tac1_Tacr3"
"TAC2_TACR1","TAC2_TACR1","TAC2","Tac2","Tacr1",NA,NA,NA,NA,"celltalkdb_8925404",NA,"Tac2_Tacr1"
"TAC2_TACR2","TAC2_TACR2","TAC2","Tac2","Tacr2",NA,NA,NA,NA,"celltalkdb_8925404,9190866",NA,"Tac2_Tacr2"
"TAC2_TACR31","TAC2_TACR3","TAC2","Tac2","Tacr3",NA,NA,NA,NA,"celltalkdb_20800582",NA,"Tac2_Tacr3"
"TAC4_TACR11","TAC4_TACR1","TAC4","Tac4","Tacr1",NA,NA,NA,NA,"celltalkdb_23626716",NA,"Tac4_Tacr1"
"Cd96_Nectin1","Cd96_Nectin1","Cd96","Cd96","Nectin1",NA,NA,NA,NA,"cellphonedb_PMID:17971293",NA,"Tact_Pvrl1"
"TAFA1_GPR1","TAFA1_GPR1","TAFA1","Tafa1","Gpr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Tafa1_Gpr1"
"TAFA4_FPR1","TAFA4_FPR1","TAFA4","Tafa4","Fpr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Tafa4_Fpr1"
"TAFA5_FPR2","TAFA5_FPR2","TAFA5","Tafa5","Fpr2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Tafa5_Fpr2"
"TAFA5_S1PR2","TAFA5_S1PR2","TAFA5","Tafa5","S1pr2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Tafa5_S1pr2"
"TCN2_LRP2","TCN2_LRP2","TCN2","Tcn2","Lrp2",NA,NA,NA,NA,"celltalkdb_28351841",NA,"Tcn2_Lrp2"
"TCTN1_TMEM67","TCTN1_TMEM67","TCTN1","Tctn1","Tmem67",NA,NA,NA,NA,"celltalkdb_21725307",NA,"Tctn1_Tmem67"
"TDGF1_ACVR1B","TDGF1_ACVR1B","TDGF1","Tdgf1","Acvr1b",NA,NA,NA,NA,"celltalkdb_11909953",NA,"Tdgf1_Acvr1b"
