"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"PTGS2_PTGER3","PTGS2_PTGER3","PTGS2","Ptgs2","Ptger3",NA,NA,NA,NA,"celltalkdb_22915243,15925391,21311040",NA,"Ptgs2_Ptger3"
"PTGS2_PTGER4","PTGS2_PTGER4","PTGS2","Ptgs2","Ptger4",NA,NA,NA,NA,"celltalkdb_21311040",NA,"Ptgs2_Ptger4"
"PTH2_PTH2R1","PTH2_PTH2R","PTH2","Pth2","Pth2r",NA,NA,NA,NA,"celltalkdb_17394159,12559132",NA,"Pth2_Pth2r"
"PTH2_RAMP1","PTH2_RAMP1","PTH2","Pth2","Ramp1",NA,NA,NA,NA,"celltalkdb_22434106",NA,"Pth2_Ramp1"
"PTHLH_PTH1R1","PTHLH_PTH1R","PTHLH","Pthlh","Pth1r",NA,NA,NA,NA,"celltalkdb_2558877",NA,"Pthlh_Pth1r"
"PTHR_PRLHR","PTHR_PRLHR","Pthlh","Pthlh","Prlhr",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Pthr_Prlhr"
"PTHR_PTH1R","PTHR_PTH1R","Pthlh","Pthlh","Pth1r",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"Pthr_Pth1r"
"PTHR_PTH2R","PTHR_PTH2R","Pthlh","Pthlh","Pth2r",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"Pthr_Pth2r"
"PTHY_PTH1R","PTHY_PTH1R","Pth","Pth","Pth1r",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Pthy_Pth1r"
"PTHY_PTH2R","PTHY_PTH2R","Pth","Pth","Pth2r",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"Pthy_Pth2r"
"PTH_LRP6","PTH_LRP6","PTH","Pth","Lrp6",NA,NA,NA,NA,"celltalkdb_22589223",NA,"Pth_Lrp6"
"PTH_PTH1R1","PTH_PTH1R","PTH","Pth","Pth1r",NA,NA,NA,NA,"celltalkdb_12586782",NA,"Pth_Pth1r"
"PTH_PTH2R1","PTH_PTH2R","PTH","Pth","Pth2r",NA,NA,NA,NA,"celltalkdb_22896038",NA,"Pth_Pth2r"
"PTH_RAMP1","PTH_RAMP1","PTH","Pth","Ramp1",NA,NA,NA,NA,"celltalkdb_15361343",NA,"Pth_Ramp1"
"PTMA_VIPR1","PTMA_VIPR1","PTMA","Ptma","Vipr1",NA,NA,NA,NA,"celltalkdb_8886855",NA,"Ptma_Vipr1"
"PTN_ALK1","PTN_ALK","PTN","Ptn","Alk",NA,NA,NA,NA,"celltalkdb_19633684,17681947,19833155,11278720, cellphonedb_uniprot",NA,"Ptn_Alk"
"PTN_NRP1","PTN_NRP1","PTN","Ptn","Nrp1",NA,NA,NA,NA,"celltalkdb_26408254,26408254",NA,"Ptn_Nrp1"
"PTN_PTPRB","PTN_PTPRB","PTN","Ptn","Ptprb",NA,NA,NA,NA,"celltalkdb_22839765",NA,"Ptn_Ptprb"
"Ptn_Ptprz1","Ptn_Ptprz1","PTN","Ptn","Ptprz1",NA,NA,NA,NA,"cellphonedb_PMID:25644401",NA,"Ptn_Ptprz"
"PTN_PTPRZ11","PTN_PTPRZ1","PTN","Ptn","Ptprz1",NA,NA,NA,NA,"celltalkdb_31416834",NA,"Ptn_Ptprz1"
"PTN_SDC11","PTN_SDC1","PTN","Ptn","Sdc1",NA,NA,NA,NA,"celltalkdb_15226297",NA,"Ptn_Sdc1"
"PTN_SDC21","PTN_SDC2","PTN","Ptn","Sdc2",NA,NA,NA,NA,"celltalkdb_18599487",NA,"Ptn_Sdc2"
"PTN_SDC41","PTN_SDC4","PTN","Ptn","Sdc4",NA,NA,NA,NA,"celltalkdb_15226297",NA,"Ptn_Sdc4"
"PTPN11_ROS1","PTPN11_ROS1","PTPN11","Ptpn11","Ros1",NA,NA,NA,NA,"celltalkdb_16885344",NA,"Ptpn11_Ros1"
"PTPN6_CD22","PTPN6_CD22","PTPN6","Ptpn6","Cd22",NA,NA,NA,NA,"celltalkdb_7618087",NA,"Ptpn6_Cd22"
"PTPN6_ROS1","PTPN6_ROS1","PTPN6","Ptpn6","Ros1",NA,NA,NA,NA,"celltalkdb_11266449,15456853",NA,"Ptpn6_Ros1"
"PTPRC_CD221","PTPRC_CD22","PTPRC","Ptprc","Cd22",NA,NA,NA,NA,"cellphonedb_PMID:12115612",NA,"Ptprc_Cd22"
"PTPRC_MRC11","PTPRC_MRC1","PTPRC","Ptprc","Mrc1",NA,NA,NA,NA,"cellphonedb_PMID:27601670;PMID:10575006",NA,"Ptprc_Mrc1"
"Ptprd_Il1rap","Ptprd_Il1rap","PTPRD","Ptprd","Il1rap",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Il1ap"
"Ptprd_L1rapl1","Ptprd_L1rapl1","PTPRD","Ptprd","L1rapl1",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Irpl1"
"Ptprd_Lrrc4b","Ptprd_Lrrc4b","PTPRD","Ptprd","Lrrc4b",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Lrc4b"
"PTPRD_LRFN4","PTPRD_LRFN4","PTPRD","Ptprd","Lrfn4",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Lrfn4"
"PTPRD_LRFN5","PTPRD_LRFN5","PTPRD","Ptprd","Lrfn5",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Lrfn5"
"PTPRD_NLGN3","PTPRD_NLGN3","PTPRD","Ptprd","Nlgn3",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Nlgn3"
"Ptprd_Slitrk1","Ptprd_Slitrk1","PTPRD","Ptprd","Slitrk1",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Slik1"
"Ptprd_Slitrk2","Ptprd_Slitrk2","PTPRD","Ptprd","Slitrk2",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Slik2"
"Ptprd_Slitrk3","Ptprd_Slitrk3","PTPRD","Ptprd","Slitrk3",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprd_Slik3"
"Ptprf_Lrrc4b","Ptprf_Lrrc4b","PTPRF","Ptprf","Lrrc4b",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprf_Lrc4b"
"Ptprf_Lrrc4c","Ptprf_Lrrc4c","PTPRF","Ptprf","Lrrc4c",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprf_Lrc4c"
"PTPRF_LRFN4","PTPRF_LRFN4","PTPRF","Ptprf","Lrfn4",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprf_Lrfn4"
"PTPRF_LRFN5","PTPRF_LRFN5","PTPRF","Ptprf","Lrfn5",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprf_Lrfn5"
"Ptprs_Lrrc4b","Ptprs_Lrrc4b","PTPRS","Ptprs","Lrrc4b",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Lrc4b"
"PTPRS_LRFN4","PTPRS_LRFN4","PTPRS","Ptprs","Lrfn4",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Lrfn4"
"PTPRS_LRFN5","PTPRS_LRFN5","PTPRS","Ptprs","Lrfn5",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Lrfn5"
"Ptprs_Lrrtm4","Ptprs_Lrrtm4","PTPRS","Ptprs","Lrrtm4",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Lrrt4"
"PTPRS_NTRK3","PTPRS_NTRK3","PTPRS","Ptprs","Ntrk3",NA,NA,NA,NA,"cellphonedb_reactome",NA,"Ptprs_Ntrk3"
"Ptprs_Slitrk1","Ptprs_Slitrk1","PTPRS","Ptprs","Slitrk1",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Slik1"
"Ptprs_Slitrk2","Ptprs_Slitrk2","PTPRS","Ptprs","Slitrk2",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Slik2"
"Ptprs_Slitrk4","Ptprs_Slitrk4","PTPRS","Ptprs","Slitrk4",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Slik4"
"Ptprs_Slitrk5","Ptprs_Slitrk5","PTPRS","Ptprs","Slitrk5",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Slik5"
"Ptprs_Slitrk6","Ptprs_Slitrk6","PTPRS","Ptprs","Slitrk6",NA,NA,NA,NA,"cellphonedb_PMID:29100073,PMID:34966732",NA,"Ptprs_Slik6"
"PVRL1_CADM3","PVRL1_CADM3","Nectin1","Nectin1","Cadm3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Pvrl1_Cadm3"
"Nectin1_Nectin3","Nectin1_Nectin3","Nectin1","Nectin1","Nectin3",NA,NA,NA,NA,"cellphonedb_PMID:12740392",NA,"Pvrl1_Pvrl3"
"Nectin1_Nectin4","Nectin1_Nectin4","Nectin1","Nectin1","Nectin4",NA,NA,NA,NA,"cellphonedb_PMID:22902367",NA,"Pvrl1_Pvrl4"
"Nectin2_Nectin3","Nectin2_Nectin3","Nectin2","Nectin2","Nectin3",NA,NA,NA,NA,"cellphonedb_PMID:19011627;PMID:12740392",NA,"Pvrl2_Pvrl3"
"PVRL2_TIGIT","PVRL2_TIGIT","Nectin2","Nectin2","Tigit",NA,NA,NA,NA,"cellphonedb_PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108",NA,"Pvrl2_Tigit"
"PVRL3_PVR","PVRL3_PVR","Nectin3","Nectin3","Pvr",NA,NA,NA,NA,"cellphonedb_PMID:19011627;PMID:12740392",NA,"Pvrl3_Pvr"
"PVRL3_TIGIT","PVRL3_TIGIT","Nectin3","Nectin3","Tigit",NA,NA,NA,NA,"cellphonedb_PMID:1313846",NA,"Pvrl3_Tigit"
"PVR_CD2261","PVR_CD226","PVR","Pvr","Cd226",NA,NA,NA,NA,"cellphonedb_activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149",NA,"Pvr_Cd226"
"Pvr_Cd96","Pvr_Cd96","PVR","Pvr","Cd96",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Pvr_Tact"
"PVR_TIGIT1","PVR_TIGIT","PVR","Pvr","Tigit",NA,NA,NA,NA,"cellphonedb_PMID:19815499;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108",NA,"Pvr_Tigit"
"PYY_DPP4","PYY_DPP4","PYY","Pyy","Dpp4",NA,NA,NA,NA,"celltalkdb_30759373",NA,"Pyy_Dpp4"
"PYY_NPY1R1","PYY_NPY1R","PYY","Pyy","Npy1r",NA,NA,NA,NA,"celltalkdb_9549761, cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Pyy_Npy1r"
"PYY_NPY2R1","PYY_NPY2R","PYY","Pyy","Npy2r",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Pyy_Npy2r"
"PYY_NPY4R1","PYY_NPY4R","PYY","Pyy","Npy4r",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Pyy_Npy4r"
"PYY_NPY5R1","PYY_NPY5R","PYY","Pyy","Npy5r",NA,NA,NA,NA,"celltalkdb_11825645, cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Pyy_Npy5r"
"QRFP_QRFPR1","QRFP_QRFPR","QRFP","Qrfp","Qrfpr",NA,NA,NA,NA,"celltalkdb_30219516",NA,"Qrfp_Qrfpr"
"RARR2_CCRL2","RARR2_CCRL2","Rarres2","Rarres2","Ccrl2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Rarr2_Ccrl2"
"Rarres2_Cmklr1","Rarres2_Cmklr1","Rarres2","Rarres2","Cmklr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Rarr2_Cml1"
"RARR2_GPR1","RARR2_GPR1","Rarres2","Rarres2","Gpr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Rarr2_Gpr1"
"RARRES2_CCRL2","RARRES2_CCRL2","RARRES2","Rarres2","Ccrl2",NA,NA,NA,NA,"celltalkdb_18794339",NA,"Rarres2_Ccrl2"
"RBP3_NOTCH1","RBP3_NOTCH1","RBP3","Rbp3","Notch1",NA,NA,NA,NA,"celltalkdb_11511084",NA,"Rbp3_Notch1"
"RBP4_STRA6","RBP4_STRA6","RBP4","Rbp4","Stra6",NA,NA,NA,NA,"celltalkdb_28689994,28733465",NA,"Rbp4_Stra6"
"Rln1_Rxfp3","Rln1_Rxfp3","Rln1","Rln1","Rxfp3",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Rel1_Rl3r1"
"REL1_RXFP1","REL1_RXFP1","Rln1","Rln1","Rxfp1",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Rel1_Rxfp1"
"REL1_RXFP2","REL1_RXFP2","Rln1","Rln1","Rxfp2",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Rel1_Rxfp2"
"Rln2_Rxfp3","Rln2_Rxfp3","Rln2","Rln2","Rxfp3",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Rel2_Rl3r1"
"REL2_RXFP1","REL2_RXFP1","Rln2","Rln2","Rxfp1",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Rel2_Rxfp1"
"REL2_RXFP2","REL2_RXFP2","Rln2","Rln2","Rxfp2",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"Rel2_Rxfp2"
"Rln3_Rxfp3","Rln3_Rxfp3","Rln3","Rln3","Rxfp3",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Rel3_Rl3r1"
"Rln3_Rxfp4","Rln3_Rxfp4","Rln3","Rln3","Rxfp4",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Rel3_Rl3r2"
"REL3_RXFP1","REL3_RXFP1","Rln3","Rln3","Rxfp1",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Rel3_Rxfp1"
"REL3_RXFP2","REL3_RXFP2","Rln3","Rln3","Rxfp2",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Rel3_Rxfp2"
"RELN_ITGA2B","RELN_ITGA2B","RELN","Reln","Itga2b",NA,NA,NA,NA,"celltalkdb_28943410",NA,"Reln_Itga2b"
"RELN_ITGA3","RELN_ITGA3","RELN","Reln","Itga3",NA,NA,NA,NA,"celltalkdb_10939329",NA,"Reln_Itga3"
"RELN_ITGA5","RELN_ITGA5","RELN","Reln","Itga5",NA,NA,NA,NA,"celltalkdb_23083738",NA,"Reln_Itga5"
"RELN_ITGB1","RELN_ITGB1","RELN","Reln","Itgb1",NA,NA,NA,NA,"celltalkdb_10939329",NA,"Reln_Itgb1"
"RELN_ITGB3","RELN_ITGB3","RELN","Reln","Itgb3",NA,NA,NA,NA,"celltalkdb_28943410",NA,"Reln_Itgb3"
"RELN_LRP8","RELN_LRP8","RELN","Reln","Lrp8",NA,NA,NA,NA,"celltalkdb_12670700,30304853,21460838, cellphonedb_uniprot",NA,"Reln_Lrp8"
"RELN_NOTCH1","RELN_NOTCH1","RELN","Reln","Notch1",NA,NA,NA,NA,"celltalkdb_18957219",NA,"Reln_Notch1"
"RELN_VLDLR","RELN_VLDLR","RELN","Reln","Vldlr",NA,NA,NA,NA,"celltalkdb_12670700, cellphonedb_uniprot",NA,"Reln_Vldlr"
"Ren_Atp6ap2","Ren_Atp6ap2","Ren","Ren","Atp6ap2",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;_PMID:12045255",NA,"Reni_Renr"
"RET4_STRA6","RET4_STRA6","Rbp4","Rbp4","Stra6",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Ret4_Stra6"
"RETN_TLR41","RETN_TLR4","RETN","Retn","Tlr4",NA,NA,NA,NA,"celltalkdb_26917360",NA,"Retn_Tlr4"
"RGMA_NEO1","RGMA_NEO1","RGMA","Rgma","Neo1",NA,NA,NA,NA,"celltalkdb_22582881",NA,"Rgma_Neo1"
"RGMB_NEO1","RGMB_NEO1","RGMB","Rgmb","Neo1",NA,NA,NA,NA,"celltalkdb_27143755",NA,"Rgmb_Neo1"
"RLN3_RXFP11","RLN3_RXFP1","RLN3","Rln3","Rxfp1",NA,NA,NA,NA,"celltalkdb_25761609",NA,"Rln3_Rxfp1"
"RLN3_RXFP21","RLN3_RXFP2","RLN3","Rln3","Rxfp2",NA,NA,NA,NA,"celltalkdb_16411781",NA,"Rln3_Rxfp2"
"RLN3_RXFP31","RLN3_RXFP3","RLN3","Rln3","Rxfp3",NA,NA,NA,NA,"celltalkdb_27245781",NA,"Rln3_Rxfp3"
"RLN3_RXFP41","RLN3_RXFP4","RLN3","Rln3","Rxfp4",NA,NA,NA,NA,"celltalkdb_14522967",NA,"Rln3_Rxfp4"
"RNT2_TLR8","RNT2_TLR8","Rnaset2","Rnaset2","Tlr8",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Rnt2_Tlr8"
"RSPO1_LGR4","RSPO1_LGR4","RSPO1","Rspo1","Lgr4",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_uniprot;reactome",NA,"Rspo1_Lgr4"
"RSPO1_LGR5","RSPO1_LGR5","RSPO1","Rspo1","Lgr5",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_uniprot;reactome",NA,"Rspo1_Lgr5"
"RSPO1_LGR6","RSPO1_LGR6","RSPO1","Rspo1","Lgr6",NA,NA,NA,NA,"celltalkdb_21727895, cellphonedb_uniprot;reactome",NA,"Rspo1_Lgr6"
"RSPO1_LRP6","RSPO1_LRP6","RSPO1","Rspo1","Lrp6",NA,NA,NA,NA,"celltalkdb_17035101",NA,"Rspo1_Lrp6"
"RSPO1_ZNRF3","RSPO1_ZNRF3","RSPO1","Rspo1","Znrf3",NA,NA,NA,NA,"celltalkdb_28467820,29405118",NA,"Rspo1_Znrf3"
"RSPO2_LGR4","RSPO2_LGR4","RSPO2","Rspo2","Lgr4",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_PMID:24532711",NA,"Rspo2_Lgr4"
"RSPO2_LGR5","RSPO2_LGR5","RSPO2","Rspo2","Lgr5",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_PMID:24532711",NA,"Rspo2_Lgr5"
"RSPO2_LGR6","RSPO2_LGR6","RSPO2","Rspo2","Lgr6",NA,NA,NA,NA,"celltalkdb_21727895, cellphonedb_PMID:24532711",NA,"Rspo2_Lgr6"
"RSPO2_ZNRF3","RSPO2_ZNRF3","RSPO2","Rspo2","Znrf3",NA,NA,NA,NA,"celltalkdb_26123262",NA,"Rspo2_Znrf3"
"RSPO3_FZD8","RSPO3_FZD8","RSPO3","Rspo3","Fzd8",NA,NA,NA,NA,"celltalkdb_16543246",NA,"Rspo3_Fzd8"
"RSPO3_LGR4","RSPO3_LGR4","RSPO3","Rspo3","Lgr4",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_PMID:24532711",NA,"Rspo3_Lgr4"
"RSPO3_LGR5","RSPO3_LGR5","RSPO3","Rspo3","Lgr5",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_PMID:24532711",NA,"Rspo3_Lgr5"
"RSPO3_LGR6","RSPO3_LGR6","RSPO3","Rspo3","Lgr6",NA,NA,NA,NA,"celltalkdb_21727895, cellphonedb_PMID:24532711",NA,"Rspo3_Lgr6"
"RSPO3_LRP6","RSPO3_LRP6","RSPO3","Rspo3","Lrp6",NA,NA,NA,NA,"celltalkdb_16543246",NA,"Rspo3_Lrp6"
"RSPO3_SDC4","RSPO3_SDC4","RSPO3","Rspo3","Sdc4",NA,NA,NA,NA,"celltalkdb_21397842",NA,"Rspo3_Sdc4"
"RSPO4_LGR4","RSPO4_LGR4","RSPO4","Rspo4","Lgr4",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_PMID:24532711",NA,"Rspo4_Lgr4"
"RSPO4_LGR5","RSPO4_LGR5","RSPO4","Rspo4","Lgr5",NA,NA,NA,NA,"celltalkdb_21693646, cellphonedb_PMID:24532711",NA,"Rspo4_Lgr5"
"RSPO4_LGR6","RSPO4_LGR6","RSPO4","Rspo4","Lgr6",NA,NA,NA,NA,"celltalkdb_21727895, cellphonedb_PMID:24532711",NA,"Rspo4_Lgr6"
"RTN2_RTN4R","RTN2_RTN4R","RTN2","Rtn2","Rtn4r",NA,NA,NA,NA,"celltalkdb_17189258",NA,"Rtn2_Rtn4r"
"RTN3_RTN4R","RTN3_RTN4R","RTN3","Rtn3","Rtn4r",NA,NA,NA,NA,"celltalkdb_17189258",NA,"Rtn3_Rtn4r"
"Rtn4r_Adgrb1","Rtn4r_Adgrb1","RTN4R","Rtn4r","Adgrb1",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Rtn4r_Agrb1"
"RTN4_CNTNAP1","RTN4_CNTNAP1","RTN4","Rtn4","Cntnap1",NA,NA,NA,NA,"celltalkdb_14592966",NA,"Rtn4_Cntnap1"
"RTN4_LINGO1","RTN4_LINGO1","RTN4","Rtn4","Lingo1",NA,NA,NA,NA,"celltalkdb_24956133",NA,"Rtn4_Lingo1"
"RTN4_NGFR","RTN4_NGFR","RTN4","Rtn4","Ngfr",NA,NA,NA,NA,"celltalkdb_12422217",NA,"Rtn4_Ngfr"
"RTN4_RTN4R","RTN4_RTN4R","RTN4","Rtn4","Rtn4r",NA,NA,NA,NA,"celltalkdb_12843238",NA,"Rtn4_Rtn4r"
"RTN4_RTN4RL2","RTN4_RTN4RL2","RTN4","Rtn4","Rtn4rl2",NA,NA,NA,NA,"celltalkdb_14664809",NA,"Rtn4_Rtn4rl2"
"RTN4_S1PR2","RTN4_S1PR2","RTN4","Rtn4","S1pr2",NA,NA,NA,NA,"celltalkdb_24453941",NA,"Rtn4_S1pr2"
"S100A10_TRPV5","S100A10_TRPV5","S100A10","S100a10","Trpv5",NA,NA,NA,NA,"celltalkdb_12660155,20093725",NA,"S100a10_Trpv5"
"S100A10_TRPV6","S100A10_TRPV6","S100A10","S100a10","Trpv6",NA,NA,NA,NA,"celltalkdb_12660155",NA,"S100a10_Trpv6"
"S100A1_RYR1","S100A1_RYR1","S100A1","S100a1","Ryr1",NA,NA,NA,NA,"celltalkdb_30101473",NA,"S100a1_Ryr1"
"S100A1_RYR2","S100A1_RYR2","S100A1","S100a1","Ryr2",NA,NA,NA,NA,"celltalkdb_20645037",NA,"S100a1_Ryr2"
"S100A1_TLR4","S100A1_TLR4","S100A1","S100a1","Tlr4",NA,NA,NA,NA,"celltalkdb_24833748",NA,"S100a1_Tlr4"
"S100A4_EGFR","S100A4_EGFR","S100A4","S100a4","Egfr",NA,NA,NA,NA,"celltalkdb_30083275",NA,"S100a4_Egfr"
"S100A4_ERBB2","S100A4_ERBB2","S100A4","S100a4","Erbb2",NA,NA,NA,NA,"celltalkdb_30083275",NA,"S100a4_Erbb2"
"S100A8_LY96","S100A8_LY96","S100A8","S100a8","Ly96",NA,NA,NA,NA,"celltalkdb_17767165",NA,"S100a8_Ly96"
"S100A8_TLR4","S100A8_TLR4","S100A8","S100a8","Tlr4",NA,NA,NA,NA,"celltalkdb_24103748",NA,"S100a8_Tlr4"
"S100A9_AGER","S100A9_AGER","S100A9","S100a9","Ager",NA,NA,NA,NA,"celltalkdb_28498464",NA,"S100a9_Ager"
"S100A9_TLR4","S100A9_TLR4","S100A9","S100a9","Tlr4",NA,NA,NA,NA,"celltalkdb_28498464",NA,"S100a9_Tlr4"
"S100B_ALCAM","S100B_ALCAM","S100B","S100b","Alcam",NA,NA,NA,NA,"celltalkdb_23729438",NA,"S100b_Alcam"
"S100B_FGFR1","S100B_FGFR1","S100B","S100b","Fgfr1",NA,NA,NA,NA,"celltalkdb_21693575",NA,"S100b_Fgfr1"
"SAA1_FPR2","SAA1_FPR2","SAA1","Saa1","Fpr2",NA,NA,NA,NA,"cellphonedb_reactome",NA,"Saa1_Fpr2"
"Psap_Gpr37l1","Psap_Gpr37l1","Psap","Psap","Gpr37l1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sap_G37l1"
"SAP_GPR37","SAP_GPR37","Psap","Psap","Gpr37",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Sap_Gpr37"
"SCF_KIT","SCF_KIT","Kitlg","Kitlg","Kit",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Scf_Kit"
"SCGB1A1_LRP2","SCGB1A1_LRP2","SCGB1A1","Scgb1a1","Lrp2",NA,NA,NA,NA,"celltalkdb_11278724",NA,"Scgb1a1_Lrp2"
"SCT_SCTR1","SCT_SCTR","SCT","Sct","Sctr",NA,NA,NA,NA,"celltalkdb_24904528",NA,"Sct_Sctr"
"SCT_VIPR2","SCT_VIPR2","SCT","Sct","Vipr2",NA,NA,NA,NA,"celltalkdb_9437714",NA,"Sct_Vipr2"
"Sdc1_Adgra2","Sdc1_Adgra2","SDC1","Sdc1","Adgra2",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Sdc1_Agra2"
"Sdc2_Adgra2","Sdc2_Adgra2","SDC2","Sdc2","Adgra2",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Sdc2_Agra2"
"SDF1_CXCR4","SDF1_CXCR4","Cxcl12","Cxcl12","Cxcr4",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Sdf1_Cxcr4"
"SDF1_DPP4","SDF1_DPP4","Cxcl12","Cxcl12","Dpp4",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Sdf1_Dpp4"
"SECR_SCTR","SECR_SCTR","Sct","Sct","Sctr",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Secr_Sctr"
"SECR_VIPR1","SECR_VIPR1","Sct","Sct","Vipr1",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Secr_Vipr1"
"SECR_VIPR2","SECR_VIPR2","Sct","Sct","Vipr2",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Secr_Vipr2"
"SELENOP_LRP2","SELENOP_LRP2","SELENOP","Selenop","Lrp2",NA,NA,NA,NA,"celltalkdb_22683052,25974694",NA,"Selenop_Lrp2"
"SELENOP_LRP8","SELENOP_LRP8","SELENOP","Selenop","Lrp8",NA,NA,NA,NA,"celltalkdb_24760755",NA,"Selenop_Lrp8"
"SELPLG_CXCR2","SELPLG_CXCR2","SELPLG","Selplg","Cxcr2",NA,NA,NA,NA,"celltalkdb_30068506",NA,"Selplg_Cxcr2"
